smiles,mol_weight
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,379.9742457
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,366.1579572
CN(C)C(=O)Nc1ccc(Cl)cc1,198.0559907
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,301.1026685
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,478.2002962
CCCCBr,135.9887624
Brc1cc(Br)c(Br)cc1Br,389.6889985
CC(C)CC(=O)C,100.088815
CCSC(=O)N(CC)C1CCCCC1,215.1343853
COc1ccc(Cl)cc1,142.0185425
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,502.9731677
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,224.1160924
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,277.0173801
Ic1cccc2ccccc12,253.9592482
OCC(O)C(O)C(O)C(O)CO,182.0790382
CCS,62.01902119
ClCC(Cl)Cl,131.9300331
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,245.1164267
NC(=O)c1ccccc1O,137.0476785
Cc1ccccc1N(=O)=O,137.0476785
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,212.1160924
CCc1ccccc1C,120.0939004
CCCCCCCCl,134.0862282
O=C1NC(=O)NC(=O)C1(CC)CC,184.0847922
C(Cc1ccccc1)c2ccccc2,182.1095504
ClC(Cl)C(Cl)Cl,165.8910608
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23,283.1320768
Cc1ccc2c(ccc3ccccc32)c1,192.0939004
CCCCOC(=O)c1ccccc1C(=O)OCCCC,278.1518092
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,259.8965401
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,299.068937
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,268.1463299
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,414.0400829
COc1ccc(cc1)N(=O)=O,153.0425931
CCCCCCCl,120.0705781
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,425.7664715
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,504.1690349
CCCCCCCCCCCCCCCCCCCCCCCCCC,366.4225517
CCN2c1ccccc1N(C)C(=O)c3cccnc23,253.1215121
CC(Cl)Cl,97.96900549
Nc1ccc(cc1)S(N)(=O)=O,172.0306485
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,309.1688562
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,287.8600663
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,345.1163659
Clc1cccc(Cl)c1Cl,179.9300331
ClC(Cl)(Cl)Cl,151.8754107
O=N(=O)c1cc(Cl)c(Cl)cc1,190.9540837
OC1CCCCCCC1,128.1201151
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,302.2245802
CCOc1ccc(NC(N)=O)cc1,180.0898776
C/C1CCC(\C)CC1,112.1252005
c1cnc2c(c1)ccc3ncccc23,180.0687483
COC(C)(C)C,88.088815
COc1ccc(C=CC)cc1,148.088815
CCCCCCCCCCCCCCCCO,242.2609657
O=c1cc[nH]c(=O)[nH]1,112.0272774
Nc1ncnc2nc[nH]c12,135.0544952
Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl,323.8833886
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,256.1211778
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,252.0939004
O=C(Nc1ccccc1)Nc2ccccc2,212.094963
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,232.0847922
Clc1ccc(cc1)c2cccc(Cl)c2Cl,255.9613333
CC(C)c1ccc(NC(=O)N(C)C)cc1,206.1419132
CCN(CC)C(=O)CSc1ccc(Cl)nn1,259.0546107
CCC(C)(C)CO,102.1044651
CCCOC(=O)CCC,130.0993797
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,227.0178349
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,397.0605079
C1CCCCCC1,98.10955045
CCCOC=O,88.0524295
CC(C)c1ccccc1C,134.1095504
Nc1cccc(Cl)c1,127.0188769
CC(C)CC(C)C,100.1252005
o1c2ccccc2c3ccccc13,168.0575149
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,286.0874947
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,232.0823476
c3ccc2nc1ccccc1cc2c3,179.0734993
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,360.193674
OCC1OC(O)C(O)C(O)C1O,180.0633881
Cc1cccc(O)c1,108.0575149
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O,365.0600901
CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23,404.2562743
O=N(=O)c1ccc(cc1)N(=O)=O,168.0171066
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,262.1317424
CCCCCCCCCC(=O)OCC,200.17763
CN(C)C(=O)Nc1ccccc1,164.094963
CCCOCC,88.088815
CC(C)O,60.05751488
Cc1ccc2ccccc2c1,142.0782503
ClC(Br)Br,205.8133519
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,270.1619799
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,330.036067
ClCc1ccccc1,126.0236279
C/C=C/C=O,70.04186481
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,291.9614173
Cc1c2ccccc2c(C)c3ccccc13,206.1095504
CCCCCC(=O)OC,130.0993797
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,338.1145681
CC(=O)Nc1ccc(F)cc1,153.0589921
CCc1cccc(CC)c1N(COC)C(=O)CCl,269.1182566
C1CCC=CC1,82.07825032
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,362.2093241
c1cncnc1,80.03744813
Clc1ccc(cc1)N(=O)=O,156.993056
CCC(=O)OC,88.0524295
Clc1ccccc1N(=O)=O,156.993056
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,274.0639685
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,256.0993968
O=N(=O)c1ccccc1,123.0320284
Ic1ccccc1,203.9435982
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,365.0600901
COc1ccccc1OCC(O)COC(N)=O,241.0950226
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,311.1652068
Oc1cccc(Cl)c1Cl,161.9639201
CCCC(=O)OC,102.0680796
CCC(=O)Nc1ccc(Cl)c(Cl)c1,217.0061193
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,253.1075934
CCCCCC(=O)OCC,144.1150298
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl,307.9621211
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,293.1891977
COc1nc(NC(C)C)nc(NC(C)C)n1,225.1589602
CCCCCCC=C,112.1252005
Cc1ccc(N)cc1,107.0734993
Nc1nccs1,100.0095191
c1ccccc1(OC(=O)NC),151.0633285
CCCC(O)CC,102.1044651
c3ccc2c(O)c1ccccc1cc2c3,194.0731649
Cc1ccc2cc3ccccc3cc2c1,192.0939004
Cc1cccc(C)c1C,120.0939004
CNC(=O)Oc1ccc(N(C)C)c(C)c1,208.1211778
CCCCCCCC(C)O,144.1514153
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,268.1575633
CCCC(=O)CC,100.088815
Oc1c(Br)cc(C#N)cc1Br,274.8581379
Clc1ccc(cc1Cl)c2ccccc2,222.0003056
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,298.0775987
Oc1cccc2ncccc12,145.0527638
CC1=C(SCCO1)C(=O)Nc2ccccc2,235.0666997
CCOc2ccc1nc(sc1c2)S(N)(=O)=O,258.0132842
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,263.8470031
ClCBr,127.9028398
CCC1(CC)C(=O)NC(=O)N(C)C1=O,198.1004423
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,372.2300595
NC(=O)NCc1ccccc1,150.0793129
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,212.0716407
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,248.0119329
OC1CCCCCC1,114.1044651
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,355.0047989
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,242.1088988
CC(=O)Nc1nnc(s1)S(N)(=O)=O,221.9881321
Oc1ccc(cc1)N(=O)=O,139.026943
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,361.8757163
C1CCOC1,72.05751488
Nc1ccccc1N(=O)=O,138.0429274
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,289.9223609
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,308.1524779
Cc1c(cccc1N(=O)=O)N(=O)=O,182.0327567
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,314.2245802
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,257.1407233
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O,346.9108102
c1(Br)c(Br)cc(Br)cc1,311.7784864
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,286.0509053
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,238.1317424
c1(O)c(C)ccc(C(C)C)c1,150.1044651
C1SC(=S)NC1(=O),132.9656057
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O,302.0426527
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,485.6834414
CCN(CC)C(=S)SSC(=S)N(CC)CC,296.0509326
C1CCCCC1,84.09390038
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,469.6885268
CN(C)C=Nc1ccc(Cl)cc1C,196.0767261
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,266.1306798
CCCCCCCCO,130.1357652
CCSCC,90.05032132
ClCCCl,97.96900549
CCC(C)(C)Cl,106.054928
ClCCBr,141.9184899
Nc1ccc(cc1)N(=O)=O,138.0429274
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,342.1162115
CCN2c1ncccc1N(CC)C(=O)c3cccnc23,268.1324111
Clc1ccccc1,112.0079778
CCCCCCCC=C,126.1408506
Brc1ccc(I)cc1,281.8541102
CCC(C)(O)CC,102.1044651
CCCCCc1ccccc1,148.1252005
NC(=O)NC1NC(=O)NC1=O,158.0439901
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,372.0876847
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,317.953661
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,330.2194948
Clc1cccc2ccccc12,162.0236279
CCN2c1ccccc1N(C)C(=O)c3ccccc23,252.1262631
CCCCC(C)O,102.1044651
CCCC1CCCC1,112.1252005
CCOC(=O)c1cncn1C(C)c2ccccc2,244.1211778
Oc1ccc(Cl)c(Cl)c1,161.9639201
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,415.0741988
c2ccc1ocnc1c2,119.0371138
CCCCCO,88.088815
CCN(CC)c1ccccc1,149.1204495
Fc1cccc(F)c1,114.0281066
ClCCC#N,89.00322681
CC(C)(C)Cc1ccccc1,148.1252005
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,232.0847922
Clc1ccccc1I,237.9046258
c2ccc1[nH]nnc1c2,119.0483472
CNC(=O)Oc1cccc2CC(C)(C)Oc12,221.1051933
Cc1cccc(C)c1O,122.0731649
CC(C)C(C)O,88.088815
c1ccccc1C(O)c2ccccc2,184.088815
CCCCCCCCCC(=O)OC,186.1619799
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,296.9627577
CC(C)CBr,135.9887624
CCI,155.9435982
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,238.1429758
CCCCCCBr,164.0200625
CCCC(C)C,86.10955045
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,418.0570549
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,283.1339066
